index,reorder_point,order_size,total_cost,ordering_cost,holding_cost,shortage_cost
1069,50,35,132.4,88.4,43.8,0.2
1070,50,40,131.8,86.4,45.0,0.3
1071,50,40,134.4,89.5,44.7,0.3
1072,50,40,136.9,90.5,45.2,1.2
1073,50,40,135.3,90.7,44.5,0.1
1074,50,40,134.5,91.2,42.7,0.6
1075,50,40,136.0,92.1,43.4,0.5
1076,50,40,132.3,85.6,46.6,0.2
1077,50,40,133.2,87.9,45.2,0.1
1078,50,40,135.4,90.1,45.2,0.2
1079,50,40,133.0,87.8,44.8,0.4
1080,50,45,135.0,87.0,47.9,0.1
1081,50,45,132.9,84.2,48.5,0.2
1082,50,45,135.6,86.6,48.9,0.1
1083,50,45,138.3,90.7,47.5,0.1
1084,50,45,132.2,84.8,47.2,0.2
1085,50,45,133.4,84.6,48.7,0.1
1086,50,45,138.1,90.3,47.2,0.6
1087,50,45,134.7,85.1,49.3,0.3
1088,50,45,138.0,91.8,45.7,0.5
1089,50,45,136.3,87.6,48.6,0.1
1090,50,50,141.1,88.6,52.4,0.0
1091,50,50,141.3,90.1,51.2,0.1
1092,50,50,138.3,89.0,49.0,0.3
1093,50,50,134.1,82.6,51.4,0.1
1094,50,50,139.7,89.2,50.1,0.4
1095,50,50,140.1,91.2,48.7,0.1
1096,50,50,139.5,89.4,50.0,0.1
1097,50,50,139.9,89.4,50.5,0.0
1098,50,50,134.8,84.0,50.8,0.0
1099,50,50,140.0,87.5,51.8,0.7
1100,55,5,135.4,105.7,29.3,0.4
1101,55,5,134.2,105.3,28.6,0.4
1102,55,5,133.6,102.3,31.2,0.1
1103,55,5,136.7,107.8,27.8,1.1
1104,55,5,134.6,105.2,29.3,0.1
1105,55,5,133.7,102.9,30.5,0.2
1106,55,5,134.1,103.6,30.4,0.1
1107,55,5,133.2,102.1,30.8,0.3
1108,55,5,137.3,109.1,27.9,0.4
1109,55,5,138.0,109.3,28.3,0.3
1110,55,10,138.8,103.8,35.0,0.0
1111,55,10,139.8,106.4,33.3,0.1
1112,55,10,138.7,104.0,34.3,0.4
1113,55,10,140.4,106.3,33.8,0.3
1114,55,10,139.8,105.8,34.0,0.1
1115,55,10,137.7,104.1,33.5,0.1
1116,55,10,142.1,108.6,33.4,0.1
1117,55,10,139.1,105.3,33.8,0.0
1118,55,10,140.3,108.2,31.9,0.2
1119,55,10,140.5,107.0,33.1,0.5
1120,55,15,139.4,100.7,38.6,0.1
1121,55,15,144.1,106.8,37.3,0.0
1122,55,15,145.9,109.6,35.8,0.4
1123,55,15,140.4,101.5,38.8,0.1
1124,55,15,141.7,103.6,38.1,0.0
1125,55,15,142.3,104.8,37.4,0.1
1126,55,15,138.2,100.0,38.1,0.1
1127,55,15,141.6,103.5,37.6,0.4
1128,55,15,143.4,107.0,36.5,0.0
1129,55,15,139.0,100.4,38.6,0.0
1130,55,20,140.3,99.9,40.2,0.3
1131,55,20,141.7,101.4,40.1,0.2
1132,55,20,141.5,100.2,41.3,0.0
1133,55,20,142.8,101.4,41.3,0.1
1134,55,20,140.1,100.2,39.5,0.5
1135,55,20,140.9,100.9,39.4,0.7
1136,55,20,139.4,98.2,41.1,0.1
1137,55,20,141.9,102.4,39.5,0.0
1138,55,20,138.7,97.6,41.2,0.0
1139,55,20,145.5,106.3,39.0,0.2
1140,55,25,137.6,95.4,41.9,0.4
1141,55,25,138.2,95.0,43.1,0.1
1142,55,25,138.7,96.5,42.0,0.2
1143,55,25,138.5,96.6,41.8,0.0
1144,55,25,134.6,90.6,44.0,0.0
1145,55,25,141.0,98.2,42.8,0.0
1146,55,25,137.3,95.4,41.8,0.0
1147,55,25,131.0,87.1,43.9,0.0
1148,55,25,139.3,96.3,43.0,0.0
1149,55,25,137.4,94.7,42.5,0.2
1150,55,30,136.9,90.9,45.9,0.0
1151,55,30,137.7,92.5,45.1,0.1
1152,55,30,137.1,93.2,43.8,0.1
1153,55,30,136.3,91.6,44.7,0.1
1154,55,30,136.2,92.1,44.0,0.1
1155,55,30,138.6,95.2,43.4,0.1
1156,55,30,138.3,94.2,44.1,0.1
1157,55,30,138.5,93.2,45.3,0.1
1158,55,30,137.3,93.2,43.8,0.4
1159,55,30,135.7,89.1,46.7,0.0
1160,55,35,138.7,91.3,47.3,0.1
1161,55,35,139.2,91.1,48.0,0.1
1162,55,35,142.3,95.1,46.8,0.3
1163,55,35,142.4,94.9,47.4,0.1
1164,55,35,134.3,85.1,49.2,0.1
1165,55,35,140.3,94.3,46.0,0.0
1166,55,35,135.7,87.6,48.1,0.0
1167,55,35,138.2,92.2,45.5,0.5
1168,55,35,135.2,86.6,48.6,0.0
1169,55,35,136.9,89.3,47.4,0.2
1170,55,40,142.8,93.6,49.2,0.0
1171,55,40,141.7,91.4,50.1,0.2
1172,55,40,140.8,91.4,49.2,0.2
1173,55,40,137.3,86.9,50.4,0.0
1174,55,40,139.7,89.6,50.1,0.0
1175,55,40,143.1,93.8,49.2,0.1
1176,55,40,140.2,91.0,49.1,0.1
1177,55,40,139.6,89.1,50.2,0.3
1178,55,40,141.9,94.1,47.7,0.2
1179,55,40,138.7,87.5,51.2,0.0
1180,55,45,144.9,92.4,52.2,0.3
1181,55,45,140.0,87.8,52.1,0.2
1182,55,45,140.1,88.4,51.7,0.0
1183,55,45,138.2,84.1,54.0,0.0
1184,55,45,140.9,86.7,54.3,0.0
1185,55,45,143.1,89.2,53.8,0.1
1186,55,45,141.6,89.0,52.4,0.2
1187,55,45,142.0,89.6,51.8,0.5
1188,55,45,141.0,86.5,54.3,0.2
1189,55,45,144.3,91.6,52.7,0.0
1190,55,50,143.9,87.7,56.1,0.1
1191,55,50,145.0,90.3,54.6,0.0
1192,55,50,142.5,85.1,57.3,0.1
1193,55,50,139.3,84.6,54.5,0.2
1194,55,50,140.1,83.4,56.7,0.0
1195,55,50,145.7,91.2,54.4,0.1
1196,55,50,138.7,81.6,57.1,0.0
1197,55,50,144.6,89.2,55.4,0.0
1198,55,50,137.1,80.0,57.1,0.0
1199,55,50,143.1,87.6,55.5,0.0
1200,60,5,141.0,106.0,34.6,0.4
1201,60,5,140.0,106.6,33.3,0.1
1202,60,5,139.0,104.4,34.5,0.0
1203,60,5,140.5,107.5,32.9,0.1
1204,60,5,141.1,106.5,34.2,0.4
1205,60,5,137.8,102.6,35.0,0.1
1206,60,5,140.0,106.3,33.5,0.3
1207,60,5,140.8,106.4,34.3,0.1
1208,60,5,142.7,109.4,33.3,0.0
1209,60,5,138.7,103.4,35.1,0.3
1210,60,10,147.4,110.1,37.0,0.3
1211,60,10,145.3,107.5,37.7,0.1
1212,60,10,144.4,105.6,38.8,0.0
1213,60,10,144.8,105.2,39.6,0.0
1214,60,10,143.8,104.3,39.4,0.0
1215,60,10,145.2,107.5,37.6,0.1
1216,60,10,146.0,108.3,37.6,0.1
1217,60,10,143.9,103.6,40.4,0.0
1218,60,10,144.0,105.3,38.7,0.0
1219,60,10,143.7,104.6,39.0,0.1
1220,60,15,143.8,101.1,42.7,0.0
1221,60,15,148.6,105.5,43.1,0.0
1222,60,15,145.2,101.8,43.1,0.3
1223,60,15,143.1,99.8,43.3,0.0
1224,60,15,145.9,102.0,43.9,0.0
1225,60,15,147.2,104.3,42.8,0.0
1226,60,15,144.7,99.9,44.8,0.0
1227,60,15,145.1,101.9,43.2,0.0
1228,60,15,144.6,100.7,43.9,0.0
1229,60,15,143.3,99.0,44.4,0.0
1230,60,20,147.8,102.4,45.4,0.0
1231,60,20,143.2,96.1,47.1,0.0
1232,60,20,143.9,97.9,46.0,0.0
1233,60,20,147.6,103.0,44.6,0.0
1234,60,20,141.4,94.9,46.2,0.4
1235,60,20,145.5,99.0,46.5,0.0
1236,60,20,141.5,96.8,44.7,0.0
1237,60,20,146.0,102.2,43.6,0.2
1238,60,20,151.5,106.7,44.5,0.4
1239,60,20,144.2,98.0,46.2,0.0
1240,60,25,142.4,94.7,47.7,0.0
1241,60,25,148.4,101.8,46.5,0.1
1242,60,25,140.9,92.8,48.1,0.0
1243,60,25,144.0,96.3,47.7,0.0
1244,60,25,146.0,97.9,48.0,0.0
1245,60,25,145.8,97.4,48.5,0.0
1246,60,25,142.1,94.7,47.4,0.0
1247,60,25,143.2,96.2,46.9,0.1
1248,60,25,142.7,95.0,47.8,0.0
1249,60,25,143.4,95.5,47.8,0.0
1250,60,30,140.7,90.2,50.5,0.0
1251,60,30,138.7,87.8,50.9,0.0
1252,60,30,144.4,95.0,49.4,0.0
1253,60,30,139.4,89.4,50.0,0.0
1254,60,30,141.4,91.4,50.0,0.0
1255,60,30,141.3,91.3,50.0,0.0
1256,60,30,142.3,91.7,50.6,0.0
1257,60,30,141.8,94.3,47.5,0.1
1258,60,30,147.6,98.8,48.8,0.0
1259,60,30,141.0,91.2,49.8,0.0
1260,60,35,142.4,88.5,53.9,0.0
1261,60,35,144.7,92.0,52.1,0.7
1262,60,35,137.3,83.7,53.6,0.0
1263,60,35,145.4,90.4,55.0,0.0
1264,60,35,143.6,91.4,52.1,0.0
1265,60,35,143.9,92.1,51.8,0.0
1266,60,35,144.0,91.4,52.7,0.0
1267,60,35,142.1,88.4,53.7,0.0
1268,60,35,144.5,91.6,52.9,0.0
1269,60,35,149.0,98.6,50.4,0.1
1270,60,40,143.6,89.8,53.8,0.0
1271,60,40,147.9,94.3,53.6,0.0
1272,60,40,144.5,90.1,54.4,0.0
1273,60,40,145.7,91.6,54.1,0.1
1274,60,40,145.2,90.8,54.3,0.1
1275,60,40,142.3,88.4,53.9,0.0
1276,60,40,146.9,93.5,53.2,0.2
1277,60,40,146.5,91.6,54.8,0.0
1278,60,40,145.7,90.6,55.1,0.0
1279,60,40,145.2,89.8,55.4,0.0
1280,60,45,146.8,87.5,59.3,0.0
1281,60,45,148.5,90.0,58.4,0.0
1282,60,45,146.8,87.0,59.8,0.0
1283,60,45,148.9,90.3,58.6,0.0
1284,60,45,144.0,86.4,57.6,0.0
1285,60,45,147.7,89.3,58.4,0.0
1286,60,45,145.1,88.1,56.9,0.2
1287,60,45,150.1,92.7,57.4,0.0
1288,60,45,142.4,84.5,57.8,0.1
1289,60,45,149.2,91.1,58.1,0.0
1290,60,50,149.6,88.6,60.9,0.0
1291,60,50,149.2,87.6,61.6,0.0
1292,60,50,152.4,92.7,59.7,0.0
1293,60,50,148.6,87.4,61.3,0.0
1294,60,50,148.9,89.4,59.5,0.0
1295,60,50,146.1,84.8,61.2,0.1
1296,60,50,148.7,87.7,60.9,0.0
1297,60,50,147.1,86.5,60.3,0.3
1298,60,50,145.0,83.9,61.1,0.0
1299,60,50,148.5,86.8,61.7,0.0
1300,65,5,145.6,107.0,38.5,0.1
1301,65,5,146.3,108.2,37.8,0.3
1302,65,5,145.1,104.9,40.2,0.0
1303,65,5,144.1,103.6,40.2,0.2
1304,65,5,141.0,99.2,41.7,0.1
1305,65,5,147.0,108.7,38.2,0.1
1306,65,5,142.4,101.4,41.0,0.0
1307,65,5,146.5,109.4,36.9,0.3
1308,65,5,145.7,106.6,39.1,0.0
1309,65,5,147.1,108.9,38.2,0.1
1310,65,10,152.1,109.3,42.7,0.0
1311,65,10,148.2,104.0,44.2,0.0
1312,65,10,152.3,109.4,42.9,0.0
1313,65,10,150.8,107.8,43.0,0.0
1314,65,10,149.9,107.0,42.9,0.0
1315,65,10,147.4,103.6,43.8,0.0
1316,65,10,147.1,100.6,46.5,0.0
1317,65,10,145.9,101.0,44.8,0.0
1318,65,10,151.3,108.1,43.1,0.1
1319,65,10,150.9,106.3,44.6,0.1
1320,65,15,152.9,105.8,47.1,0.1
1321,65,15,154.3,107.0,47.3,0.0
1322,65,15,148.8,100.2,48.6,0.0
1323,65,15,150.1,102.4,47.7,0.0
1324,65,15,152.1,105.5,46.6,0.0
1325,65,15,151.4,104.4,47.0,0.0
1326,65,15,152.4,104.8,47.5,0.0
1327,65,15,152.0,103.3,48.7,0.0
1328,65,15,148.7,99.5,49.2,0.0
1329,65,15,149.4,100.5,49.0,0.0
1330,65,20,147.5,96.0,51.5,0.0
1331,65,20,148.0,96.7,51.1,0.2
1332,65,20,149.9,98.0,51.9,0.0
1333,65,20,152.2,101.6,50.6,0.0
1334,65,20,153.5,103.5,50.0,0.0
1335,65,20,149.0,97.9,51.0,0.0
1336,65,20,150.3,99.6,50.7,0.0
1337,65,20,147.1,96.0,51.0,0.0
1338,65,20,150.3,98.4,51.9,0.0
1339,65,20,149.2,99.4,49.8,0.1
1340,65,25,145.1,93.0,52.1,0.0
1341,65,25,148.7,96.0,52.7,0.0
1342,65,25,150.6,98.5,52.0,0.0
1343,65,25,148.9,96.3,52.5,0.1
1344,65,25,148.3,95.7,52.6,0.0
1345,65,25,148.0,94.8,53.2,0.0
1346,65,25,147.0,94.7,52.3,0.0
1347,65,25,148.3,95.4,52.7,0.3
1348,65,25,148.7,97.4,51.3,0.0
1349,65,25,149.9,99.1,50.7,0.0
1350,65,30,149.2,94.2,54.9,0.0
1351,65,30,149.1,96.8,52.4,0.0
1352,65,30,144.7,89.4,55.3,0.0
1353,65,30,149.1,94.1,55.0,0.1
1354,65,30,146.2,90.8,55.3,0.0
1355,65,30,147.2,95.4,51.7,0.1
1356,65,30,147.8,92.5,55.3,0.0
1357,65,30,143.9,89.8,54.1,0.0
1358,65,30,149.9,95.0,54.9,0.0
1359,65,30,144.2,87.7,56.5,0.0
1360,65,35,151.6,95.8,55.8,0.0
1361,65,35,152.0,95.7,56.2,0.1
1362,65,35,149.1,91.5,57.6,0.0
1363,65,35,149.3,93.7,55.6,0.0
1364,65,35,150.0,92.8,57.2,0.0
1365,65,35,149.8,93.8,55.9,0.0
1366,65,35,151.6,95.6,56.0,0.0
1367,65,35,151.7,94.7,56.9,0.0
1368,65,35,148.4,90.4,57.9,0.0
1369,65,35,146.1,87.3,58.8,0.0
1370,65,40,149.6,88.4,61.2,0.0
1371,65,40,153.6,95.1,58.4,0.1
1372,65,40,152.1,92.8,59.3,0.0
1373,65,40,153.6,94.2,59.4,0.0
1374,65,40,147.4,86.5,60.9,0.0
1375,65,40,147.9,89.3,58.7,0.0
1376,65,40,149.1,87.7,61.4,0.0
1377,65,40,146.4,85.2,61.1,0.0
1378,65,40,151.0,91.0,60.0,0.0
1379,65,40,148.3,87.2,61.2,0.0
1380,65,45,151.1,87.0,64.0,0.0
1381,65,45,155.1,93.6,61.5,0.0
1382,65,45,147.1,83.6,63.5,0.0
1383,65,45,152.6,89.7,62.9,0.0
1384,65,45,151.2,86.0,65.2,0.0
1385,65,45,154.0,91.3,62.8,0.0
1386,65,45,155.8,92.7,63.0,0.0
1387,65,45,149.6,84.7,65.0,0.0
1388,65,45,151.0,87.8,63.2,0.0
1389,65,45,149.0,87.4,61.7,0.0
1390,65,50,152.8,86.9,65.9,0.0
1391,65,50,154.7,87.2,67.5,0.0
1392,65,50,154.2,87.4,66.8,0.0
1393,65,50,154.7,91.6,63.1,0.0
1394,65,50,158.4,95.4,63.0,0.1
1395,65,50,153.4,86.2,67.2,0.0
1396,65,50,150.6,81.8,68.8,0.0
1397,65,50,150.9,83.9,67.0,0.0
1398,65,50,151.1,85.2,65.9,0.0
1399,65,50,149.0,83.2,65.9,0.0
1400,70,5,149.4,105.7,43.6,0.0
1401,70,5,150.1,105.5,44.5,0.0
1402,70,5,153.7,112.4,41.3,0.0
1403,70,5,150.6,107.3,43.2,0.0
1404,70,5,151.2,107.6,43.7,0.0
1405,70,5,152.2,108.6,43.2,0.4
1406,70,5,151.4,107.4,44.0,0.0
1407,70,5,149.0,104.0,45.0,0.0
1408,70,5,153.5,111.0,42.3,0.1
1409,70,5,150.8,107.4,43.3,0.1
1410,70,10,154.3,105.1,49.2,0.0
1411,70,10,155.1,105.1,50.0,0.0
1412,70,10,156.8,110.3,46.5,0.0
1413,70,10,157.4,110.5,46.9,0.0
1414,70,10,154.7,107.3,47.4,0.0
1415,70,10,154.3,104.4,49.9,0.0
1416,70,10,156.1,107.8,48.3,0.0
1417,70,10,153.0,103.9,49.1,0.0
1418,70,10,157.7,110.3,47.4,0.0
1419,70,10,154.0,105.4,48.5,0.0
1420,70,15,157.6,103.6,54.1,0.0
1421,70,15,158.0,104.9,53.2,0.0
1422,70,15,155.4,101.6,53.8,0.0
1423,70,15,159.5,107.2,52.2,0.0
1424,70,15,158.6,107.6,51.0,0.0
1425,70,15,156.6,103.5,53.1,0.0
1426,70,15,156.5,102.9,53.6,0.0
1427,70,15,153.8,100.5,53.3,0.0
1428,70,15,153.4,99.8,53.5,0.0
1429,70,15,157.5,104.9,52.6,0.0
1430,70,20,155.4,99.4,56.0,0.0
1431,70,20,155.8,99.1,56.7,0.0
1432,70,20,154.7,97.5,57.2,0.0
1433,70,20,157.7,103.1,54.6,0.0
1434,70,20,152.1,96.5,55.6,0.0
1435,70,20,155.5,100.0,55.4,0.0
1436,70,20,152.3,96.1,56.3,0.0
1437,70,20,158.4,103.3,55.2,0.0
1438,70,20,154.2,98.2,56.0,0.0
1439,70,20,153.7,97.6,56.1,0.0
1440,70,25,154.0,96.4,57.6,0.0
1441,70,25,152.1,93.9,58.2,0.0
1442,70,25,155.5,97.5,58.0,0.0
1443,70,25,155.9,98.4,57.5,0.0
1444,70,25,153.5,95.9,57.5,0.0
1445,70,25,157.0,101.6,55.4,0.0
1446,70,25,151.3,94.0,57.3,0.0
1447,70,25,158.8,103.2,55.6,0.0
1448,70,25,155.9,97.8,58.1,0.0
1449,70,25,158.3,101.6,56.6,0.0
1450,70,30,154.0,94.7,59.2,0.0
1451,70,30,154.3,94.5,59.8,0.0
1452,70,30,148.7,90.1,58.5,0.0
1453,70,30,153.6,93.6,60.1,0.0
1454,70,30,154.6,95.6,59.0,0.0
1455,70,30,151.6,92.9,58.7,0.0
1456,70,30,155.4,95.6,59.7,0.0
1457,70,30,156.6,97.8,58.8,0.0
1458,70,30,159.6,100.9,58.7,0.1
1459,70,30,154.7,95.1,59.6,0.0
1460,70,35,153.9,92.9,61.0,0.0
1461,70,35,155.2,94.7,60.5,0.0
1462,70,35,154.5,92.8,61.8,0.0
1463,70,35,151.6,89.4,62.2,0.0
1464,70,35,153.2,91.4,61.8,0.0
1465,70,35,157.2,96.1,61.1,0.0
1466,70,35,151.2,88.2,62.9,0.0
1467,70,35,157.0,94.7,62.2,0.0
1468,70,35,154.3,92.8,61.4,0.0
1469,70,35,155.1,94.4,60.7,0.0
1470,70,40,154.1,88.7,65.4,0.0
1471,70,40,154.0,87.7,66.3,0.0
1472,70,40,155.9,91.2,64.6,0.0
1473,70,40,157.2,93.3,63.8,0.1
1474,70,40,151.7,87.0,64.6,0.1
1475,70,40,155.3,92.1,63.2,0.0
1476,70,40,154.9,90.9,64.0,0.0
1477,70,40,156.8,92.8,64.0,0.0
1478,70,40,158.6,91.9,66.7,0.0
1479,70,40,152.9,88.0,64.8,0.0
1480,70,45,155.8,87.8,68.0,0.0
1481,70,45,158.4,93.1,65.3,0.0
1482,70,45,159.5,92.1,67.4,0.0
1483,70,45,158.5,90.1,68.4,0.0
1484,70,45,154.7,85.2,69.5,0.0
1485,70,45,156.7,87.6,69.0,0.0
1486,70,45,154.6,87.0,67.6,0.0
1487,70,45,153.0,86.0,67.0,0.0
1488,70,45,159.0,89.7,69.3,0.0
1489,70,45,155.5,87.4,67.9,0.2
1490,70,50,158.2,88.6,69.6,0.0
1491,70,50,159.7,88.9,70.8,0.0
1492,70,50,157.1,86.5,70.5,0.0
1493,70,50,159.0,88.3,70.7,0.0
1494,70,50,159.1,90.2,69.0,0.0
1495,70,50,155.8,86.6,69.2,0.0
1496,70,50,156.7,87.8,69.0,0.0
1497,70,50,158.9,90.5,68.4,0.0
1498,70,50,156.0,85.0,71.0,0.0
1499,70,50,158.5,88.0,70.4,0.0
1500,75,5,156.2,107.8,48.5,0.0
1501,75,5,156.8,108.5,48.3,0.0
1502,75,5,156.8,109.3,47.5,0.0
1503,75,5,157.1,108.6,48.5,0.0
1504,75,5,157.3,109.8,47.5,0.0
1505,75,5,155.4,106.6,48.8,0.0
1506,75,5,157.6,111.2,46.4,0.0
1507,75,5,156.1,107.3,48.8,0.0
1508,75,5,154.4,106.2,48.2,0.0
1509,75,5,154.7,105.7,49.0,0.0
1510,75,10,161.8,108.6,53.3,0.0
1511,75,10,160.0,106.7,53.3,0.0
1512,75,10,163.0,111.4,51.6,0.0
1513,75,10,159.2,106.9,52.3,0.0
1514,75,10,160.6,106.4,54.1,0.0
1515,75,10,161.9,110.0,51.9,0.0
1516,75,10,156.6,100.7,56.0,0.0
1517,75,10,160.7,108.0,52.8,0.0
1518,75,10,158.3,103.4,54.9,0.0
1519,75,10,158.9,103.8,55.1,0.0
1520,75,15,162.7,103.8,59.0,0.0
1521,75,15,163.9,106.4,57.5,0.0
1522,75,15,159.2,100.8,58.4,0.0
1523,75,15,160.9,103.2,57.7,0.0
1524,75,15,162.2,103.9,58.4,0.0
1525,75,15,163.8,106.2,57.6,0.0
1526,75,15,157.2,97.0,60.1,0.0
1527,75,15,159.0,100.0,59.0,0.0
1528,75,15,162.4,103.7,58.7,0.0
1529,75,15,162.4,104.2,58.2,0.0
1530,75,20,159.8,99.7,60.1,0.0
1531,75,20,159.1,99.5,59.6,0.0
1532,75,20,160.1,99.4,60.7,0.0
1533,75,20,159.8,98.8,61.0,0.0
1534,75,20,163.0,102.9,60.0,0.0
1535,75,20,160.0,98.9,61.1,0.0
1536,75,20,163.7,104.2,59.5,0.0
1537,75,20,158.9,98.6,60.2,0.0
1538,75,20,158.8,98.7,60.2,0.0
1539,75,20,159.9,99.3,60.6,0.0
1540,75,25,157.7,94.2,63.5,0.0
1541,75,25,158.6,96.8,61.8,0.0
1542,75,25,158.8,96.7,62.2,0.0
1543,75,25,157.5,95.1,62.4,0.0
1544,75,25,160.8,98.4,62.4,0.0
1545,75,25,161.8,101.1,60.7,0.0
1546,75,25,158.3,95.7,62.6,0.0
1547,75,25,158.8,96.6,62.2,0.0
1548,75,25,158.9,95.2,63.7,0.0
1549,75,25,161.1,98.7,62.4,0.0
1550,75,30,163.3,99.7,63.6,0.0
1551,75,30,156.4,91.3,65.1,0.0
1552,75,30,161.1,96.6,64.5,0.0
1553,75,30,159.1,95.3,63.8,0.0
1554,75,30,159.2,93.7,65.5,0.0
1555,75,30,161.3,97.5,63.8,0.0
1556,75,30,153.2,86.5,66.7,0.0
1557,75,30,162.1,99.9,62.3,0.0
1558,75,30,155.2,89.7,65.5,0.0
1559,75,30,156.9,92.3,64.6,0.0
1560,75,35,160.0,93.6,66.4,0.0
1561,75,35,156.4,90.1,66.3,0.0
1562,75,35,160.3,94.0,66.3,0.0
1563,75,35,159.1,92.8,66.2,0.0
1564,75,35,161.8,95.6,66.3,0.0
1565,75,35,157.7,89.8,67.9,0.0
1566,75,35,158.4,89.7,68.7,0.0
1567,75,35,159.4,94.2,65.2,0.0
1568,75,35,162.0,94.6,67.4,0.0
1569,75,35,157.0,87.2,69.8,0.0
1570,75,40,160.4,90.7,69.7,0.0
1571,75,40,160.5,89.5,71.0,0.0
1572,75,40,161.8,92.3,69.5,0.0
1573,75,40,160.8,89.2,71.6,0.0
1574,75,40,159.8,88.2,71.6,0.0
1575,75,40,161.5,91.4,70.0,0.0
1576,75,40,161.0,91.0,70.0,0.0
1577,75,40,164.8,95.6,69.2,0.0
1578,75,40,160.3,89.6,70.7,0.0
1579,75,40,157.5,85.8,71.6,0.0
1580,75,45,162.9,89.5,73.4,0.0
1581,75,45,160.1,86.2,73.9,0.0
1582,75,45,165.7,94.3,71.4,0.0
1583,75,45,162.9,90.5,72.3,0.0
1584,75,45,166.7,94.4,72.4,0.0
1585,75,45,159.8,88.1,71.6,0.0
1586,75,45,161.2,90.7,70.4,0.1
1587,75,45,161.4,88.4,72.9,0.0
1588,75,45,162.7,89.2,73.5,0.0
1589,75,45,161.5,88.6,72.9,0.0
1590,75,50,163.1,87.1,76.1,0.0
1591,75,50,159.9,83.3,76.6,0.0
1592,75,50,163.4,88.6,74.8,0.0
1593,75,50,163.9,87.3,76.5,0.0
1594,75,50,161.6,85.2,76.4,0.0
1595,75,50,162.2,87.9,74.3,0.0
1596,75,50,166.3,90.8,75.5,0.0
1597,75,50,166.9,91.9,75.0,0.0
1598,75,50,168.4,93.8,74.6,0.0
1599,75,50,165.4,90.9,74.6,0.0
1600,80,5,159.4,104.3,55.1,0.0
1601,80,5,161.7,108.0,53.8,0.0
1602,80,5,161.6,108.8,52.8,0.0
1603,80,5,160.2,106.3,54.0,0.0
1604,80,5,159.8,104.8,55.0,0.0
1605,80,5,161.0,108.6,52.5,0.0
1606,80,5,161.4,107.2,54.1,0.0
1607,80,5,160.9,108.1,52.8,0.0
1608,80,5,160.9,107.2,53.8,0.0
1609,80,5,158.0,102.4,55.6,0.0
1610,80,10,166.3,108.4,57.9,0.0
1611,80,10,166.9,109.3,57.6,0.0
1612,80,10,164.5,107.2,57.3,0.0
1613,80,10,166.8,108.2,58.6,0.0
1614,80,10,163.4,104.0,59.4,0.0
1615,80,10,165.3,106.8,58.5,0.0
1616,80,10,165.5,107.7,57.7,0.0
1617,80,10,161.6,100.7,60.9,0.0
1618,80,10,165.5,107.4,58.1,0.0
1619,80,10,165.1,106.4,58.7,0.0
1620,80,15,163.4,98.6,64.8,0.0
1621,80,15,167.2,104.8,62.3,0.0
1622,80,15,164.7,101.0,63.7,0.0
1623,80,15,166.1,104.0,62.1,0.0
1624,80,15,167.7,105.5,62.2,0.0
1625,80,15,167.6,104.6,63.0,0.0
1626,80,15,164.6,100.8,63.8,0.0
1627,80,15,165.2,101.8,63.4,0.0
1628,80,15,167.8,106.8,61.1,0.0
1629,80,15,168.9,107.1,61.7,0.0
1630,80,20,168.7,104.2,64.5,0.0
1631,80,20,166.5,101.9,64.7,0.0
1632,80,20,172.9,108.1,64.8,0.0
1633,80,20,162.9,97.5,65.4,0.0
1634,80,20,169.4,105.4,63.9,0.0
1635,80,20,164.6,98.0,66.7,0.0
1636,80,20,164.0,99.2,64.8,0.0
1637,80,20,164.9,99.2,65.7,0.0
1638,80,20,163.3,97.2,66.1,0.0
1639,80,20,166.5,100.0,66.5,0.0
1640,80,25,166.0,98.2,67.9,0.0
1641,80,25,162.4,95.9,66.5,0.0
1642,80,25,161.9,93.7,68.3,0.0
1643,80,25,159.9,90.5,69.4,0.0
1644,80,25,162.2,93.5,68.7,0.0
1645,80,25,163.3,95.9,67.4,0.0
1646,80,25,160.2,92.1,68.1,0.0
1647,80,25,161.5,93.9,67.6,0.0
1648,80,25,163.7,95.7,68.0,0.0
1649,80,25,165.7,97.2,68.5,0.0
1650,80,30,162.5,93.0,69.5,0.0
1651,80,30,166.1,97.5,68.6,0.0
1652,80,30,161.8,89.7,72.1,0.0
1653,80,30,163.2,93.3,69.8,0.0
1654,80,30,165.6,95.9,69.7,0.0
1655,80,30,159.4,90.1,69.3,0.0
1656,80,30,161.6,91.5,70.0,0.0
1657,80,30,160.6,91.2,69.4,0.0
1658,80,30,163.3,92.3,71.0,0.0
1659,80,30,166.5,98.2,68.4,0.0
1660,80,35,164.7,93.3,71.4,0.0
1661,80,35,167.1,96.3,70.9,0.0
1662,80,35,166.4,94.4,72.0,0.0
1663,80,35,158.4,84.9,73.5,0.0
1664,80,35,166.0,94.6,71.4,0.0
1665,80,35,166.6,94.6,72.0,0.0
1666,80,35,166.4,93.7,72.7,0.0
1667,80,35,165.7,95.0,70.7,0.0
1668,80,35,162.5,88.6,73.9,0.0
1669,80,35,167.6,95.8,71.7,0.0
1670,80,40,166.5,93.0,73.5,0.0
1671,80,40,169.2,93.3,75.9,0.0
1672,80,40,167.3,93.1,74.2,0.0
1673,80,40,164.8,89.2,75.6,0.0
1674,80,40,166.5,91.3,75.2,0.0
1675,80,40,168.0,92.3,75.7,0.0
